TRAITID	SORT	TRAIT	plat	SHORTNAME	id
cg16959758	9072	cg16959758:chr20:36229927 0	CPG	CPG: cg16959758:chr20:36229927 0	CPG: cg16959758:chr20:36229927 0
cg16978168	9073	cg16978168:chr6:159147772 EZR;EZR	CPG	CPG: cg16978168:chr6:159147772 EZR;EZR	CPG: cg16978168:chr6:159147772 EZR;EZR
cg16988958	9074	cg16988958:chr6:7932738 MGC26597	CPG	CPG: cg16988958:chr6:7932738 MGC26597	CPG: cg16988958:chr6:7932738 MGC26597
cg16992960	9075	cg16992960:chr7:157679926 PTPRN2;PTPRN2;PTPRN2	CPG	CPG: cg16992960:chr7:157679926 PTPRN2;PTPRN2;PTPRN2	CPG: cg16992960:chr7:157679926 PTPRN2;PTPRN2;PTPRN2
cg17030628	9076	cg17030628:chr1:205105631 IL20	CPG	CPG: cg17030628:chr1:205105631 IL20	CPG: cg17030628:chr1:205105631 IL20
cg17041511	9077	cg17041511:chr17:58863352 0	CPG	CPG: cg17041511:chr17:58863352 0	CPG: cg17041511:chr17:58863352 0
cg17063452	9078	cg17063452:chr10:103440437 FBXW4	CPG	CPG: cg17063452:chr10:103440437 FBXW4	CPG: cg17063452:chr10:103440437 FBXW4
cg17064870	9079	cg17064870:chr14:101464526 0	CPG	CPG: cg17064870:chr14:101464526 0	CPG: cg17064870:chr14:101464526 0
cg17078883	9080	cg17078883:chr10:28799942 0	CPG	CPG: cg17078883:chr10:28799942 0	CPG: cg17078883:chr10:28799942 0
cg17116500	9081	cg17116500:chr12:54886489 RNF41;RNF41;RNF41	CPG	CPG: cg17116500:chr12:54886489 RNF41;RNF41;RNF41	CPG: cg17116500:chr12:54886489 RNF41;RNF41;RNF41
cg17134153	9082	cg17134153:chr1:155936952 FCRL3	CPG	CPG: cg17134153:chr1:155936952 FCRL3	CPG: cg17134153:chr1:155936952 FCRL3
cg17202053	9083	cg17202053:chr8:131134311 ASAP1	CPG	CPG: cg17202053:chr8:131134311 ASAP1	CPG: cg17202053:chr8:131134311 ASAP1
cg17203290	9084	cg17203290:chr8:99174752 C8orf47;C8orf47	CPG	CPG: cg17203290:chr8:99174752 C8orf47;C8orf47	CPG: cg17203290:chr8:99174752 C8orf47;C8orf47
cg17233452	9085	cg17233452:chr4:130012884 PHF17	CPG	CPG: cg17233452:chr4:130012884 PHF17	CPG: cg17233452:chr4:130012884 PHF17
cg17238065	9086	cg17238065:chr11:64731149 CAPN1	CPG	CPG: cg17238065:chr11:64731149 CAPN1	CPG: cg17238065:chr11:64731149 CAPN1
cg17315247	9087	cg17315247:chr7:2720744 AMZ1	CPG	CPG: cg17315247:chr7:2720744 AMZ1	CPG: cg17315247:chr7:2720744 AMZ1
cg17326313	9088	cg17326313:chr2:37237072 EIF2AK2;EIF2AK2	CPG	CPG: cg17326313:chr2:37237072 EIF2AK2;EIF2AK2	CPG: cg17326313:chr2:37237072 EIF2AK2;EIF2AK2
cg17334359	9089	cg17334359:chr5:162862408 MAT2B	CPG	CPG: cg17334359:chr5:162862408 MAT2B	CPG: cg17334359:chr5:162862408 MAT2B
cg17334937	9090	cg17334937:chr10:54208311 0	CPG	CPG: cg17334937:chr10:54208311 0	CPG: cg17334937:chr10:54208311 0
cg17342499	9091	cg17342499:chr14:73126018 0	CPG	CPG: cg17342499:chr14:73126018 0	CPG: cg17342499:chr14:73126018 0
cg17353680	9092	cg17353680:chr2:47632702 KCNK12	CPG	CPG: cg17353680:chr2:47632702 KCNK12	CPG: cg17353680:chr2:47632702 KCNK12
cg17363629	9093	cg17363629:chr15:45491513 0	CPG	CPG: cg17363629:chr15:45491513 0	CPG: cg17363629:chr15:45491513 0
cg17374802	9094	cg17374802:chr17:53625827 EPX	CPG	CPG: cg17374802:chr17:53625827 EPX	CPG: cg17374802:chr17:53625827 EPX
cg17378535	9095	cg17378535:chr17:38756187 0	CPG	CPG: cg17378535:chr17:38756187 0	CPG: cg17378535:chr17:38756187 0
cg17385088	9096	cg17385088:chr4:153831010 0	CPG	CPG: cg17385088:chr4:153831010 0	CPG: cg17385088:chr4:153831010 0
cg17395184	9097	cg17395184:chr15:40537754 ZFP106	CPG	CPG: cg17395184:chr15:40537754 ZFP106	CPG: cg17395184:chr15:40537754 ZFP106
cg17405139	9098	cg17405139:chr12:130167040 GPR133	CPG	CPG: cg17405139:chr12:130167040 GPR133	CPG: cg17405139:chr12:130167040 GPR133
cg17413460	9099	cg17413460:chr12:94891433 HAL	CPG	CPG: cg17413460:chr12:94891433 HAL	CPG: cg17413460:chr12:94891433 HAL
cg17419299	9100	cg17419299:chr13:47774951 RB1	CPG	CPG: cg17419299:chr13:47774951 RB1	CPG: cg17419299:chr13:47774951 RB1
cg17436506	9101	cg17436506:chr12:122029358 ARL6IP4;ARL6IP4;OGFOD2;ARL6IP4;ARL6IP4	CPG	CPG: cg17436506:chr12:122029358 ARL6IP4;ARL6IP4;OGFOD2;ARL6IP4;ARL6IP4	CPG: cg17436506:chr12:122029358 ARL6IP4;ARL6IP4;OGFOD2;ARL6IP4;ARL6IP4
cg17438636	9102	cg17438636:chr1:3310525 PRDM16;PRDM16	CPG	CPG: cg17438636:chr1:3310525 PRDM16;PRDM16	CPG: cg17438636:chr1:3310525 PRDM16;PRDM16
cg17446956	9103	cg17446956:chr12:107759161 SSH1;SSH1	CPG	CPG: cg17446956:chr12:107759161 SSH1;SSH1	CPG: cg17446956:chr12:107759161 SSH1;SSH1
cg17470397	9104	cg17470397:chr3:194790863 0	CPG	CPG: cg17470397:chr3:194790863 0	CPG: cg17470397:chr3:194790863 0
cg17506061	9105	cg17506061:chr15:77030581 0	CPG	CPG: cg17506061:chr15:77030581 0	CPG: cg17506061:chr15:77030581 0
cg17508477	9106	cg17508477:chr13:112477563 ATP11A;ATP11A	CPG	CPG: cg17508477:chr13:112477563 ATP11A;ATP11A	CPG: cg17508477:chr13:112477563 ATP11A;ATP11A
cg17514353	9107	cg17514353:chr11:73392448 UCP3;UCP3	CPG	CPG: cg17514353:chr11:73392448 UCP3;UCP3	CPG: cg17514353:chr11:73392448 UCP3;UCP3
cg17519037	9108	cg17519037:chr17:33705593 MRPL45	CPG	CPG: cg17519037:chr17:33705593 MRPL45	CPG: cg17519037:chr17:33705593 MRPL45
cg17522735	9109	cg17522735:chr10:124906907 BUB3;BUB3	CPG	CPG: cg17522735:chr10:124906907 BUB3;BUB3	CPG: cg17522735:chr10:124906907 BUB3;BUB3
cg17531430	9110	cg17531430:chr2:127577562 BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1	CPG	CPG: cg17531430:chr2:127577562 BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1	CPG: cg17531430:chr2:127577562 BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1
cg17547928	9111	cg17547928:chr4:727930 PCGF3	CPG	CPG: cg17547928:chr4:727930 PCGF3	CPG: cg17547928:chr4:727930 PCGF3
cg17558547	9112	cg17558547:chr5:153816373 SAP30L;SAP30L;SAP30L;SAP30L	CPG	CPG: cg17558547:chr5:153816373 SAP30L;SAP30L;SAP30L;SAP30L	CPG: cg17558547:chr5:153816373 SAP30L;SAP30L;SAP30L;SAP30L
cg17582777	9113	cg17582777:chr1:153316724 EFNA3	CPG	CPG: cg17582777:chr1:153316724 EFNA3	CPG: cg17582777:chr1:153316724 EFNA3
cg17585031	9114	cg17585031:chr17:22823069 KSR1	CPG	CPG: cg17585031:chr17:22823069 KSR1	CPG: cg17585031:chr17:22823069 KSR1
cg17589056	9115	cg17589056:chr13:71352091 0	CPG	CPG: cg17589056:chr13:71352091 0	CPG: cg17589056:chr13:71352091 0
cg17607024	9116	cg17607024:chr10:126620755 ZRANB1;ZRANB1	CPG	CPG: cg17607024:chr10:126620755 ZRANB1;ZRANB1	CPG: cg17607024:chr10:126620755 ZRANB1;ZRANB1
cg17641443	9117	cg17641443:chr17:68769640 CPSF4L	CPG	CPG: cg17641443:chr17:68769640 CPSF4L	CPG: cg17641443:chr17:68769640 CPSF4L
cg17642796	9118	cg17642796:chr7:72451830 0	CPG	CPG: cg17642796:chr7:72451830 0	CPG: cg17642796:chr7:72451830 0
cg17649445	9119	cg17649445:chr5:173329949 0	CPG	CPG: cg17649445:chr5:173329949 0	CPG: cg17649445:chr5:173329949 0
cg17651855	9120	cg17651855:chr11:109426001 0	CPG	CPG: cg17651855:chr11:109426001 0	CPG: cg17651855:chr11:109426001 0
cg17662683	9121	cg17662683:chr6:32172124 TNXB	CPG	CPG: cg17662683:chr6:32172124 TNXB	CPG: cg17662683:chr6:32172124 TNXB
cg17689581	9122	cg17689581:chr2:82361586 0	CPG	CPG: cg17689581:chr2:82361586 0	CPG: cg17689581:chr2:82361586 0
cg17710911	9123	cg17710911:chr6:158978649 DYNLT1	CPG	CPG: cg17710911:chr6:158978649 DYNLT1	CPG: cg17710911:chr6:158978649 DYNLT1
cg17717878	9124	cg17717878:chr1:24556967 C1orf201	CPG	CPG: cg17717878:chr1:24556967 C1orf201	CPG: cg17717878:chr1:24556967 C1orf201
cg17732216	9125	cg17732216:chr6:167098270 RPS6KA2	CPG	CPG: cg17732216:chr6:167098270 RPS6KA2	CPG: cg17732216:chr6:167098270 RPS6KA2
cg17738684	9126	cg17738684:chr2:102293710 IL1RL1	CPG	CPG: cg17738684:chr2:102293710 IL1RL1	CPG: cg17738684:chr2:102293710 IL1RL1
cg17738841	9127	cg17738841:chr2:30947867 0	CPG	CPG: cg17738841:chr2:30947867 0	CPG: cg17738841:chr2:30947867 0
cg17751438	9128	cg17751438:chr2:144991667 ZEB2;ZEB2;ZEB2	CPG	CPG: cg17751438:chr2:144991667 ZEB2;ZEB2;ZEB2	CPG: cg17751438:chr2:144991667 ZEB2;ZEB2;ZEB2
cg17815546	9129	cg17815546:chr7:1974580 MAD1L1;MAD1L1;MAD1L1	CPG	CPG: cg17815546:chr7:1974580 MAD1L1;MAD1L1;MAD1L1	CPG: cg17815546:chr7:1974580 MAD1L1;MAD1L1;MAD1L1
cg17859110	9130	cg17859110:chr20:41252184 PTPRT;PTPRT	CPG	CPG: cg17859110:chr20:41252184 PTPRT;PTPRT	CPG: cg17859110:chr20:41252184 PTPRT;PTPRT
cg17862837	9131	cg17862837:chr2:28404035 BRE;BRE;BRE;BRE;BRE	CPG	CPG: cg17862837:chr2:28404035 BRE;BRE;BRE;BRE;BRE	CPG: cg17862837:chr2:28404035 BRE;BRE;BRE;BRE;BRE
cg17864156	9132	cg17864156:chr17:29606941 CCL2	CPG	CPG: cg17864156:chr17:29606941 CCL2	CPG: cg17864156:chr17:29606941 CCL2
cg17901584	9133	cg17901584:chr1:55126294 DHCR24	CPG	CPG: cg17901584:chr1:55126294 DHCR24	CPG: cg17901584:chr1:55126294 DHCR24
cg17915429	9134	cg17915429:chr19:15451069 PGLYRP2	CPG	CPG: cg17915429:chr19:15451069 PGLYRP2	CPG: cg17915429:chr19:15451069 PGLYRP2
cg17934365	9135	cg17934365:chr17:72691811 SEC14L1;SEC14L1;SEC14L1;SEC14L1;SEC14L1	CPG	CPG: cg17934365:chr17:72691811 SEC14L1;SEC14L1;SEC14L1;SEC14L1;SEC14L1	CPG: cg17934365:chr17:72691811 SEC14L1;SEC14L1;SEC14L1;SEC14L1;SEC14L1
cg17936236	9136	cg17936236:chr1:165786929 CREG1	CPG	CPG: cg17936236:chr1:165786929 CREG1	CPG: cg17936236:chr1:165786929 CREG1
cg17947765	9137	cg17947765:chr7:117645200 0	CPG	CPG: cg17947765:chr7:117645200 0	CPG: cg17947765:chr7:117645200 0
cg17960717	9138	cg17960717:chr10:76239877 0	CPG	CPG: cg17960717:chr10:76239877 0	CPG: cg17960717:chr10:76239877 0
cg17971251	9139	cg17971251:chr1:176173920 SEC16B	CPG	CPG: cg17971251:chr1:176173920 SEC16B	CPG: cg17971251:chr1:176173920 SEC16B
cg17980508	9140	cg17980508:chr1:78858301 IFI44L	CPG	CPG: cg17980508:chr1:78858301 IFI44L	CPG: cg17980508:chr1:78858301 IFI44L
cg17988187	9141	cg17988187:chr2:74465730 LOC100189589	CPG	CPG: cg17988187:chr2:74465730 LOC100189589	CPG: cg17988187:chr2:74465730 LOC100189589
cg17990365	9142	cg17990365:chr11:309718 IFITM3	CPG	CPG: cg17990365:chr11:309718 IFITM3	CPG: cg17990365:chr11:309718 IFITM3
cg18001059	9143	cg18001059:chr7:42938605 MRPL32;PSMA2	CPG	CPG: cg18001059:chr7:42938605 MRPL32;PSMA2	CPG: cg18001059:chr7:42938605 MRPL32;PSMA2
cg18018640	9144	cg18018640:chr7:2565677 IQCE;IQCE	CPG	CPG: cg18018640:chr7:2565677 IQCE;IQCE	CPG: cg18018640:chr7:2565677 IQCE;IQCE
cg18062706	9145	cg18062706:chr6:31517446 0	CPG	CPG: cg18062706:chr6:31517446 0	CPG: cg18062706:chr6:31517446 0
cg18067103	9146	cg18067103:chr13:75026082 UCHL3	CPG	CPG: cg18067103:chr13:75026082 UCHL3	CPG: cg18067103:chr13:75026082 UCHL3
cg18086664	9147	cg18086664:chr6:31517685 0	CPG	CPG: cg18086664:chr6:31517685 0	CPG: cg18086664:chr6:31517685 0
cg18094961	9148	cg18094961:chr10:44475750 0	CPG	CPG: cg18094961:chr10:44475750 0	CPG: cg18094961:chr10:44475750 0
cg18115244	9149	cg18115244:chr2:55168775 0	CPG	CPG: cg18115244:chr2:55168775 0	CPG: cg18115244:chr2:55168775 0
cg18129046	9150	cg18129046:chr4:115116472 ARSJ	CPG	CPG: cg18129046:chr4:115116472 ARSJ	CPG: cg18129046:chr4:115116472 ARSJ
cg18151262	9151	cg18151262:chr19:1205251 MIDN	CPG	CPG: cg18151262:chr19:1205251 MIDN	CPG: cg18151262:chr19:1205251 MIDN
cg18163144	9152	cg18163144:chr13:36472619 ALG5;ALG5;EXOSC8	CPG	CPG: cg18163144:chr13:36472619 ALG5;ALG5;EXOSC8	CPG: cg18163144:chr13:36472619 ALG5;ALG5;EXOSC8
cg18176312	9153	cg18176312:chr17:40467158 DCAKD;DCAKD	CPG	CPG: cg18176312:chr17:40467158 DCAKD;DCAKD	CPG: cg18176312:chr17:40467158 DCAKD;DCAKD
cg18194655	9154	cg18194655:chr3:58375145 PXK	CPG	CPG: cg18194655:chr3:58375145 PXK	CPG: cg18194655:chr3:58375145 PXK
cg18213857	9155	cg18213857:chr11:111142412 PPP2R1B;PPP2R1B	CPG	CPG: cg18213857:chr11:111142412 PPP2R1B;PPP2R1B	CPG: cg18213857:chr11:111142412 PPP2R1B;PPP2R1B
cg18242288	9156	cg18242288:chr4:54488377 0	CPG	CPG: cg18242288:chr4:54488377 0	CPG: cg18242288:chr4:54488377 0
cg18243542	9157	cg18243542:chr7:27809934 TAX1BP1;TAX1BP1	CPG	CPG: cg18243542:chr7:27809934 TAX1BP1;TAX1BP1	CPG: cg18243542:chr7:27809934 TAX1BP1;TAX1BP1
cg18254848	9158	cg18254848:chr19:44919789 CLC	CPG	CPG: cg18254848:chr19:44919789 CLC	CPG: cg18254848:chr19:44919789 CLC
cg18270280	9159	cg18270280:chr1:100276991 HIAT1	CPG	CPG: cg18270280:chr1:100276991 HIAT1	CPG: cg18270280:chr1:100276991 HIAT1
cg18274510	9160	cg18274510:chr10:69406749 HERC4;HERC4	CPG	CPG: cg18274510:chr10:69406749 HERC4;HERC4	CPG: cg18274510:chr10:69406749 HERC4;HERC4
cg18278943	9161	cg18278943:chr3:57714691 0	CPG	CPG: cg18278943:chr3:57714691 0	CPG: cg18278943:chr3:57714691 0
cg18280962	9162	cg18280962:chr2:73725357 ALMS1P	CPG	CPG: cg18280962:chr2:73725357 ALMS1P	CPG: cg18280962:chr2:73725357 ALMS1P
cg18307978	9163	cg18307978:chr7:30919649 AQP1	CPG	CPG: cg18307978:chr7:30919649 AQP1	CPG: cg18307978:chr7:30919649 AQP1
cg18315834	9164	cg18315834:chr14:63978872 MTHFD1	CPG	CPG: cg18315834:chr14:63978872 MTHFD1	CPG: cg18315834:chr14:63978872 MTHFD1
cg18337287	9165	cg18337287:chr19:881871 ARID3A	CPG	CPG: cg18337287:chr19:881871 ARID3A	CPG: cg18337287:chr19:881871 ARID3A
cg18348836	9166	cg18348836:chr1:60054988 HOOK1	CPG	CPG: cg18348836:chr1:60054988 HOOK1	CPG: cg18348836:chr1:60054988 HOOK1
cg18349241	9167	cg18349241:chr5:89807827 POLR3G;MBLAC2	CPG	CPG: cg18349241:chr5:89807827 POLR3G;MBLAC2	CPG: cg18349241:chr5:89807827 POLR3G;MBLAC2
cg18363417	9168	cg18363417:chr4:24131017 MIR573	CPG	CPG: cg18363417:chr4:24131017 MIR573	CPG: cg18363417:chr4:24131017 MIR573
cg18367220	9169	cg18367220:chr14:74234889 KIAA0317	CPG	CPG: cg18367220:chr14:74234889 KIAA0317	CPG: cg18367220:chr14:74234889 KIAA0317
cg18368116	9170	cg18368116:chr14:20506111 0	CPG	CPG: cg18368116:chr14:20506111 0	CPG: cg18368116:chr14:20506111 0
cg18380211	9171	cg18380211:chr5:98275304 CHD1	CPG	CPG: cg18380211:chr5:98275304 CHD1	CPG: cg18380211:chr5:98275304 CHD1
cg18394552	9172	cg18394552:chr5:159361221 0	CPG	CPG: cg18394552:chr5:159361221 0	CPG: cg18394552:chr5:159361221 0
cg18439144	9173	cg18439144:chr15:68342966 0	CPG	CPG: cg18439144:chr15:68342966 0	CPG: cg18439144:chr15:68342966 0
cg18455616	9174	cg18455616:chr2:98491302 INPP4A;INPP4A;INPP4A;INPP4A	CPG	CPG: cg18455616:chr2:98491302 INPP4A;INPP4A;INPP4A;INPP4A	CPG: cg18455616:chr2:98491302 INPP4A;INPP4A;INPP4A;INPP4A
cg18460809	9175	cg18460809:chr6:57156008 BAG2	CPG	CPG: cg18460809:chr6:57156008 BAG2	CPG: cg18460809:chr6:57156008 BAG2
cg18463686	9176	cg18463686:chr7:141293159 CLEC5A;CLEC5A	CPG	CPG: cg18463686:chr7:141293159 CLEC5A;CLEC5A	CPG: cg18463686:chr7:141293159 CLEC5A;CLEC5A
cg18484008	9177	cg18484008:chr5:179157590 MGAT4B;MGAT4B	CPG	CPG: cg18484008:chr5:179157590 MGAT4B;MGAT4B	CPG: cg18484008:chr5:179157590 MGAT4B;MGAT4B
cg18509239	9178	cg18509239:chr3:152659124 IGSF10	CPG	CPG: cg18509239:chr3:152659124 IGSF10	CPG: cg18509239:chr3:152659124 IGSF10
cg18536198	9179	cg18536198:chr19:56653547 SIGLEC8	CPG	CPG: cg18536198:chr19:56653547 SIGLEC8	CPG: cg18536198:chr19:56653547 SIGLEC8
cg18542056	9180	cg18542056:chr19:56215017 KLK10;KLK10;KLK10;KLK10	CPG	CPG: cg18542056:chr19:56215017 KLK10;KLK10;KLK10;KLK10	CPG: cg18542056:chr19:56215017 KLK10;KLK10;KLK10;KLK10
cg18542546	9181	cg18542546:chr7:1948859 MAD1L1;MAD1L1;MAD1L1	CPG	CPG: cg18542546:chr7:1948859 MAD1L1;MAD1L1;MAD1L1	CPG: cg18542546:chr7:1948859 MAD1L1;MAD1L1;MAD1L1
cg18543428	9182	cg18543428:chr13:36287462 0	CPG	CPG: cg18543428:chr13:36287462 0	CPG: cg18543428:chr13:36287462 0
cg18550847	9183	cg18550847:chr14:99680323 EVL	CPG	CPG: cg18550847:chr14:99680323 EVL	CPG: cg18550847:chr14:99680323 EVL
cg18552413	9184	cg18552413:chr1:157441234 DARC;DARC;DARC	CPG	CPG: cg18552413:chr1:157441234 DARC;DARC;DARC	CPG: cg18552413:chr1:157441234 DARC;DARC;DARC
cg18556976	9185	cg18556976:chr3:14295527 0	CPG	CPG: cg18556976:chr3:14295527 0	CPG: cg18556976:chr3:14295527 0
cg18557261	9186	cg18557261:chr12:1482933 LOC100292680	CPG	CPG: cg18557261:chr12:1482933 LOC100292680	CPG: cg18557261:chr12:1482933 LOC100292680
cg18558744	9187	cg18558744:chr10:475205 DIP2C	CPG	CPG: cg18558744:chr10:475205 DIP2C	CPG: cg18558744:chr10:475205 DIP2C
cg18563860	9188	cg18563860:chr20:57016786 CTSZ	CPG	CPG: cg18563860:chr20:57016786 CTSZ	CPG: cg18563860:chr20:57016786 CTSZ
cg18591945	9189	cg18591945:chr14:105033216 C14orf80;C14orf80;C14orf80	CPG	CPG: cg18591945:chr14:105033216 C14orf80;C14orf80;C14orf80	CPG: cg18591945:chr14:105033216 C14orf80;C14orf80;C14orf80
cg18593727	9190	cg18593727:chr3:122863482 HCLS1	CPG	CPG: cg18593727:chr3:122863482 HCLS1	CPG: cg18593727:chr3:122863482 HCLS1
cg18603538	9191	cg18603538:chr7:127681827 LEP	CPG	CPG: cg18603538:chr7:127681827 LEP	CPG: cg18603538:chr7:127681827 LEP
cg18606189	9192	cg18606189:chr6:169032475 0	CPG	CPG: cg18606189:chr6:169032475 0	CPG: cg18606189:chr6:169032475 0
cg18619616	9193	cg18619616:chr7:23301402 0	CPG	CPG: cg18619616:chr7:23301402 0	CPG: cg18619616:chr7:23301402 0
cg18638434	9194	cg18638434:chr14:73556404 C14orf45;ENTPD5	CPG	CPG: cg18638434:chr14:73556404 C14orf45;ENTPD5	CPG: cg18638434:chr14:73556404 C14orf45;ENTPD5
cg18647048	9195	cg18647048:chr4:9213285 0	CPG	CPG: cg18647048:chr4:9213285 0	CPG: cg18647048:chr4:9213285 0
cg18650626	9196	cg18650626:chr7:1880599 MAD1L1;MAD1L1;MAD1L1	CPG	CPG: cg18650626:chr7:1880599 MAD1L1;MAD1L1;MAD1L1	CPG: cg18650626:chr7:1880599 MAD1L1;MAD1L1;MAD1L1
cg18666454	9197	cg18666454:chr7:150282870 KCNH2;KCNH2;KCNH2	CPG	CPG: cg18666454:chr7:150282870 KCNH2;KCNH2;KCNH2	CPG: cg18666454:chr7:150282870 KCNH2;KCNH2;KCNH2
cg18677716	9198	cg18677716:chr21:46689777 PCNT	CPG	CPG: cg18677716:chr21:46689777 PCNT	CPG: cg18677716:chr21:46689777 PCNT
cg18733315	9199	cg18733315:chr11:102174564 MMP1;MMP1	CPG	CPG: cg18733315:chr11:102174564 MMP1;MMP1	CPG: cg18733315:chr11:102174564 MMP1;MMP1
cg18769357	9200	cg18769357:chr2:68545417 FBXO48	CPG	CPG: cg18769357:chr2:68545417 FBXO48	CPG: cg18769357:chr2:68545417 FBXO48
cg18772573	9201	cg18772573:chr17:68769575 CPSF4L;CPSF4L	CPG	CPG: cg18772573:chr17:68769575 CPSF4L;CPSF4L	CPG: cg18772573:chr17:68769575 CPSF4L;CPSF4L
cg18781966	9202	cg18781966:chr19:56214971 KLK10;KLK10;KLK10;KLK10	CPG	CPG: cg18781966:chr19:56214971 KLK10;KLK10;KLK10;KLK10	CPG: cg18781966:chr19:56214971 KLK10;KLK10;KLK10;KLK10
cg18783781	9203	cg18783781:chr1:9521654 SLC25A33	CPG	CPG: cg18783781:chr1:9521654 SLC25A33	CPG: cg18783781:chr1:9521654 SLC25A33
cg18805734	9204	cg18805734:chr12:31345168 FAM60A;FAM60A;FAM60A	CPG	CPG: cg18805734:chr12:31345168 FAM60A;FAM60A;FAM60A	CPG: cg18805734:chr12:31345168 FAM60A;FAM60A;FAM60A
cg18806660	9205	cg18806660:chr12:129754200 0	CPG	CPG: cg18806660:chr12:129754200 0	CPG: cg18806660:chr12:129754200 0
cg18817654	9206	cg18817654:chr15:37272430 0	CPG	CPG: cg18817654:chr15:37272430 0	CPG: cg18817654:chr15:37272430 0
cg18820709	9207	cg18820709:chr19:49312344 ZNF225	CPG	CPG: cg18820709:chr19:49312344 ZNF225	CPG: cg18820709:chr19:49312344 ZNF225
cg18836689	9208	cg18836689:chr14:68778145 EXD2	CPG	CPG: cg18836689:chr14:68778145 EXD2	CPG: cg18836689:chr14:68778145 EXD2
cg18866183	9209	cg18866183:chr15:78184941 ZFAND6	CPG	CPG: cg18866183:chr15:78184941 ZFAND6	CPG: cg18866183:chr15:78184941 ZFAND6
cg18879389	9210	cg18879389:chr21:42644189 TFF2;TFF2	CPG	CPG: cg18879389:chr21:42644189 TFF2;TFF2	CPG: cg18879389:chr21:42644189 TFF2;TFF2
cg18891604	9211	cg18891604:chr6:36427033 0	CPG	CPG: cg18891604:chr6:36427033 0	CPG: cg18891604:chr6:36427033 0
cg18892128	9212	cg18892128:chr6:31517554 0	CPG	CPG: cg18892128:chr6:31517554 0	CPG: cg18892128:chr6:31517554 0
cg18892446	9213	cg18892446:chr5:73974330 ENC1	CPG	CPG: cg18892446:chr5:73974330 ENC1	CPG: cg18892446:chr5:73974330 ENC1
cg18899058	9214	cg18899058:chr7:98419349 TRRAP	CPG	CPG: cg18899058:chr7:98419349 TRRAP	CPG: cg18899058:chr7:98419349 TRRAP
cg18912470	9215	cg18912470:chr4:57542882 POLR2B	CPG	CPG: cg18912470:chr4:57542882 POLR2B	CPG: cg18912470:chr4:57542882 POLR2B
cg18913464	9216	cg18913464:chr14:105286181 0	CPG	CPG: cg18913464:chr14:105286181 0	CPG: cg18913464:chr14:105286181 0
cg18920559	9217	cg18920559:chr5:173779163 0	CPG	CPG: cg18920559:chr5:173779163 0	CPG: cg18920559:chr5:173779163 0
cg18927901	9218	cg18927901:chr6:36346021 PNPLA1;PNPLA1;PNPLA1	CPG	CPG: cg18927901:chr6:36346021 PNPLA1;PNPLA1;PNPLA1	CPG: cg18927901:chr6:36346021 PNPLA1;PNPLA1;PNPLA1
cg18931760	9219	cg18931760:chr11:32565192 EIF3M	CPG	CPG: cg18931760:chr11:32565192 EIF3M	CPG: cg18931760:chr11:32565192 EIF3M
cg18943946	9220	cg18943946:chr17:3858814 ZZEF1	CPG	CPG: cg18943946:chr17:3858814 ZZEF1	CPG: cg18943946:chr17:3858814 ZZEF1
cg18944099	9221	cg18944099:chr6:31737178 C6orf47	CPG	CPG: cg18944099:chr6:31737178 C6orf47	CPG: cg18944099:chr6:31737178 C6orf47
cg18954925	9222	cg18954925:chr4:103955996 UBE2D3;UBE2D3;UBE2D3;UBE2D3;UBE2D3;UBE2D3;UBE2D3;UBE2D3;UBE2D3	CPG	CPG: cg18954925:chr4:103955996 UBE2D3;UBE2D3;UBE2D3;UBE2D3;UBE2D3;UBE2D3;UBE2D3;UBE2D3;UBE2D3	CPG: cg18954925:chr4:103955996 UBE2D3;UBE2D3;UBE2D3;UBE2D3;UBE2D3;UBE2D3;UBE2D3;UBE2D3;UBE2D3
cg18958373	9223	cg18958373:chr14:23494852 DHRS4;C14orf167	CPG	CPG: cg18958373:chr14:23494852 DHRS4;C14orf167	CPG: cg18958373:chr14:23494852 DHRS4;C14orf167
cg18963239	9224	cg18963239:chr17:3807893 ATP2A3;ATP2A3;ATP2A3;ATP2A3;ATP2A3;ATP2A3;ATP2A3	CPG	CPG: cg18963239:chr17:3807893 ATP2A3;ATP2A3;ATP2A3;ATP2A3;ATP2A3;ATP2A3;ATP2A3	CPG: cg18963239:chr17:3807893 ATP2A3;ATP2A3;ATP2A3;ATP2A3;ATP2A3;ATP2A3;ATP2A3
cg18972349	9225	cg18972349:chr1:28067914 0	CPG	CPG: cg18972349:chr1:28067914 0	CPG: cg18972349:chr1:28067914 0
cg18996099	9226	cg18996099:chr14:20825880 RPGRIP1	CPG	CPG: cg18996099:chr14:20825880 RPGRIP1	CPG: cg18996099:chr14:20825880 RPGRIP1
cg19047335	9227	cg19047335:chr20:45721727 SULF2;SULF2;SULF2	CPG	CPG: cg19047335:chr20:45721727 SULF2;SULF2;SULF2	CPG: cg19047335:chr20:45721727 SULF2;SULF2;SULF2
cg19053454	9228	cg19053454:chr5:179947271 0	CPG	CPG: cg19053454:chr5:179947271 0	CPG: cg19053454:chr5:179947271 0
